epoch,train_loss,val_loss,train_acc,val_acc
1,0.40543180862899686,0.3982846471998427,0.8669912865197335,0.8588516746411483
2,0.39402287331272345,0.39828660311522307,0.8669912865197335,0.8588516746411483
3,0.3935157861865935,0.3986701772168831,0.8669912865197335,0.8588516746411483
4,0.39352648778528465,0.3981553961833318,0.8669912865197335,0.8588516746411483
5,0.39200008978120615,0.3982519948924029,0.8669912865197335,0.8588516746411483
6,0.39252799871515054,0.3985273589690526,0.8669912865197335,0.8588516746411483
7,0.30424976892402916,0.29639480180210537,0.8826242952332137,0.819377990430622
8,0.197590476756946,0.2152671347613688,0.8872373141978472,0.8755980861244019
9,0.1504230349492587,0.2632085438127871,0.9210661199384931,0.8277511961722488
10,0.13460974485353858,0.1798272548864285,0.9369554074833418,0.9342105263157895
11,0.10127111150764814,0.18589284926376962,0.9618144541260892,0.9354066985645934
12,0.08397839595248816,0.17440328498681387,0.9700153767298821,0.9449760765550239
